Student_ID,Name,Age,Gender,Institution_Type,Board,Department,Class_Semester,Attendance,Study_Hours,Assignment_Completion,Previous_GPA,Participation_Score,Internet_Usage,Sleep_Hours,Subject_1_Name,Subject_1_Score,Subject_2_Name,Subject_2_Score,Subject_3_Name,Subject_3_Score,Subject_4_Name,Subject_4_Score,Subject_5_Name,Subject_5_Score,Final_Score,GPA,Grade,Academic_Health_Score,Risk_Level
STU00705,Pooja Agarwal,18,Male,Arts_Science,N/A,Physics,Semester 3,83.18,8.05,49.12,8.9,4.79,4.09,8.97,Core_Subject_1,72.02,Core_Subject_2,76.18,Core_Subject_3,74.25,Language,71.36,Elective,54.41,63.33,6.33,B,76.35,Low_Risk
STU00706,Myra Kapoor,19,Male,Commerce,N/A,Economics,Semester 1,67.12,2.1,78.72,9.2,5.76,3.32,8.58,Accountancy,73.46,Business_Studies,60.46,Economics,48.06,Statistics,82.82,Elective,57.72,54.83,5.48,C,60.61,High_Risk
STU00707,Shreya Reddy,19,Male,Engineering,N/A,Electrical,Semester 5,100.0,5.64,78.16,4.87,2.56,0.94,4.72,Engineering_Mathematics,66.05,Programming,55.51,Data_Structures,86.46,DBMS,69.51,Operating_Systems,76.86,53.12,5.31,C,82.46,Low_Risk
STU00708,Varun Verma,26,Female,Postgraduate,N/A,M.A Economics,Semester 3,84.16,2.47,68.59,7.34,6.46,4.16,6.48,Core_Subject_1,72.71,Core_Subject_2,72.29,Research_Methodology,73.99,Elective,91.36,Seminar,55.83,62.09,6.21,B,67.65,Medium_Risk
STU00709,Reyansh Bansal,12,Other,School,CBSE,General,Class 9,61.94,1.37,71.43,5.15,3.36,2.13,5.91,Mathematics,47.94,Science,46.07,Social_Science,67.43,English,53.41,Second_Language,51.71,50.8,5.08,C,52.72,High_Risk
STU00710,Priya Agarwal,29,Male,Postgraduate,N/A,MBA,Semester 1,79.66,2.83,49.31,7.79,4.41,0.0,8.01,Core_Subject_1,64.4,Core_Subject_2,52.05,Research_Methodology,63.72,Elective,43.64,Seminar,58.13,59.08,5.91,C,58.91,High_Risk
STU00711,Ishita Kapoor,21,Male,Diploma,N/A,Polytechnic - Civil,Semester 8,80.12,2.08,54.47,4.34,5.69,3.86,5.02,Core_Subject_1,47.8,Core_Subject_2,38.77,Laboratory,44.47,Workshop,54.08,Elective,45.5,57.76,5.78,C,55.68,High_Risk
STU00712,Neha Chopra,22,Other,Commerce,N/A,Accounting & Finance,Semester 3,75.7,7.8,67.89,5.37,5.18,2.26,5.67,Accountancy,70.7,Business_Studies,57.09,Economics,59.07,Statistics,53.4,Elective,76.29,61.1,6.11,B,75.39,Low_Risk
STU00713,Shreya Patel,26,Male,Postgraduate,N/A,M.Com,Semester 1,90.85,7.4,58.01,5.39,4.85,0.47,6.29,Core_Subject_1,72.12,Core_Subject_2,75.4,Research_Methodology,81.25,Elective,59.79,Seminar,66.14,64.86,6.49,B,79.62,Low_Risk
STU00714,Varun Kapoor,22,Female,Arts_Science,N/A,Mathematics,Semester 5,62.61,5.3,78.34,6.59,7.51,5.15,8.81,Core_Subject_1,59.25,Core_Subject_2,77.57,Core_Subject_3,40.52,Language,68.37,Elective,59.52,53.81,5.38,C,66.1,Medium_Risk
STU00715,Om Gupta,16,Male,School,CBSE,General,Class 9,88.17,6.54,69.4,4.75,4.17,0.66,8.08,Mathematics,64.5,Science,62.96,Social_Science,54.19,English,65.75,Second_Language,59.85,67.82,6.78,B,76.46,Low_Risk
STU00716,Sanjay Iyer,22,Other,Engineering,N/A,Electrical,Semester 4,84.83,6.27,73.31,5.26,3.46,5.93,5.59,Engineering_Mathematics,69.6,Programming,66.49,Data_Structures,55.58,DBMS,52.02,Operating_Systems,74.3,52.85,5.29,C,75.93,Low_Risk
STU00717,Vihaan Verma,17,Female,Engineering,N/A,Computer Science,Semester 6,68.15,5.36,61.16,9.69,6.26,1.98,6.51,Engineering_Mathematics,70.75,Programming,72.99,Data_Structures,54.96,DBMS,71.16,Operating_Systems,75.27,62.16,6.22,B,66.73,Medium_Risk
STU00718,Aadhya Menon,19,Other,Commerce,N/A,Accounting & Finance,Semester 1,100.0,9.6,74.96,7.23,7.72,5.95,7.31,Accountancy,86.11,Business_Studies,75.58,Economics,69.89,Statistics,56.51,Elective,70.34,71.35,7.13,A,87.91,Low_Risk
STU00719,Pooja Menon,26,Male,Postgraduate,N/A,MBA,Semester 1,91.4,4.59,65.76,6.2,4.46,2.34,6.17,Core_Subject_1,63.25,Core_Subject_2,73.95,Research_Methodology,83.24,Elective,70.3,Seminar,62.3,58.96,5.9,C,74.26,Low_Risk
STU00720,Aditi Menon,21,Other,Postgraduate,N/A,MBA,Semester 4,68.56,7.17,98.0,7.35,8.62,3.41,9.8,Core_Subject_1,73.93,Core_Subject_2,71.58,Research_Methodology,61.18,Elective,68.27,Seminar,47.27,61.64,6.16,B,77.62,Low_Risk
STU00721,Kavya Verma,18,Female,Diploma,N/A,Polytechnic - Computer,Semester 5,71.76,5.61,100.0,7.33,8.16,5.62,5.58,Core_Subject_1,77.33,Core_Subject_2,60.52,Laboratory,65.76,Workshop,55.27,Elective,73.55,71.44,7.14,A,75.77,Low_Risk
STU00722,Neha Bansal,18,Other,Arts_Science,N/A,Physics,Semester 2,72.15,0.9,79.53,8.97,3.84,5.44,6.82,Core_Subject_1,39.15,Core_Subject_2,49.32,Core_Subject_3,72.53,Language,44.2,Elective,45.1,56.36,5.64,C,55.93,High_Risk
STU00723,Navya Sharma,22,Other,Postgraduate,N/A,M.Com,Semester 3,80.15,7.47,82.8,6.78,4.89,3.53,7.63,Core_Subject_1,72.26,Core_Subject_2,63.96,Research_Methodology,65.51,Elective,76.63,Seminar,84.43,64.41,6.44,B,81.42,Low_Risk
STU00724,Zara Desai,23,Male,Commerce,N/A,Accounting & Finance,Semester 1,100.0,2.1,49.6,1.92,7.93,4.71,7.03,Accountancy,37.87,Business_Studies,54.93,Economics,55.13,Statistics,54.14,Elective,49.1,56.86,5.69,C,62.72,Medium_Risk
STU00725,Priya Verma,21,Male,Commerce,N/A,B.Com General,Semester 6,58.77,7.41,64.95,8.25,6.25,0.91,6.25,Accountancy,77.08,Business_Studies,60.2,Economics,83.46,Statistics,63.67,Elective,73.67,59.56,5.96,C,69.98,Low_Risk
STU00726,Myra Gupta,27,Male,Postgraduate,N/A,M.A Economics,Semester 3,95.4,1.54,82.38,5.91,3.98,7.34,5.66,Core_Subject_1,45.38,Core_Subject_2,49.61,Research_Methodology,59.06,Elective,51.86,Seminar,61.72,54.55,5.46,C,67.1,Medium_Risk
STU00727,Rohan Singh,21,Female,Diploma,N/A,Polytechnic - Mechanical,Semester 4,96.74,6.25,73.99,6.4,5.49,0.0,7.83,Core_Subject_1,75.48,Core_Subject_2,71.42,Laboratory,50.91,Workshop,46.19,Elective,57.68,65.85,6.59,B,79.37,Low_Risk
STU00728,Ishaan Malhotra,22,Male,Postgraduate,N/A,M.Com,Semester 1,65.92,3.39,70.71,6.22,8.73,3.24,9.31,Core_Subject_1,58.04,Core_Subject_2,74.98,Research_Methodology,70.25,Elective,47.36,Seminar,63.5,62.15,6.22,B,61.4,Medium_Risk
STU00729,Arjun Sharma,20,Female,Arts_Science,N/A,Physics,Semester 2,73.91,2.44,85.83,6.96,7.28,2.57,6.82,Core_Subject_1,44.36,Core_Subject_2,57.47,Core_Subject_3,59.85,Language,72.66,Elective,59.61,56.89,5.69,C,63.84,Medium_Risk
STU00730,Vikram Sharma,19,Female,Diploma,N/A,Polytechnic - Civil,Semester 4,73.58,6.66,68.2,6.34,6.76,3.85,7.74,Core_Subject_1,69.94,Core_Subject_2,56.47,Laboratory,43.54,Workshop,69.54,Elective,71.38,65.38,6.54,B,71.58,Low_Risk
STU00731,Vikram Nair,22,Female,Commerce,N/A,Accounting & Finance,Semester 8,75.62,0.72,48.87,8.72,5.27,3.26,7.27,Accountancy,48.04,Business_Studies,55.42,Economics,44.66,Statistics,57.08,Elective,61.43,58.66,5.87,C,51.37,High_Risk
STU00732,Krishna Kumar,29,Other,Postgraduate,N/A,M.Com,Semester 2,83.79,3.63,45.71,8.27,4.44,3.54,9.96,Core_Subject_1,76.93,Core_Subject_2,62.17,Research_Methodology,63.73,Elective,78.45,Seminar,57.32,64.37,6.44,B,64.47,Medium_Risk
STU00733,Meera Pillai,14,Male,School,State_Board,General,Class 6,71.63,6.33,73.74,5.64,5.19,1.7,7.99,Mathematics,52.35,Science,74.3,Social_Science,61.83,English,55.22,Second_Language,50.46,52.92,5.29,C,70.36,Low_Risk
STU00734,Siddharth Kapoor,23,Other,Diploma,N/A,Polytechnic - Computer,Semester 2,70.98,4.97,83.77,6.08,6.93,1.81,7.03,Core_Subject_1,80.28,Core_Subject_2,77.21,Laboratory,61.88,Workshop,40.85,Elective,61.78,68.46,6.85,B,70.11,Low_Risk
STU00735,Nikhil Rao,22,Other,Arts_Science,N/A,Chemistry,Semester 6,88.87,6.49,97.6,5.71,8.13,0.0,8.59,Core_Subject_1,70.91,Core_Subject_2,50.87,Core_Subject_3,81.22,Language,77.75,Elective,81.68,64.91,6.49,B,84.98,Low_Risk
STU00736,Riya Patel,17,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 8,100.0,7.23,89.52,7.01,7.53,4.93,4.06,Core_Subject_1,75.82,Core_Subject_2,67.6,Laboratory,50.04,Workshop,86.6,Elective,48.47,74.65,7.46,A,87.42,Low_Risk
STU00737,Riya Kumar,25,Other,Postgraduate,N/A,MBA,Semester 3,78.14,3.86,47.6,4.17,4.31,2.12,7.27,Core_Subject_1,65.05,Core_Subject_2,58.51,Research_Methodology,57.77,Elective,58.6,Seminar,22.75,50.45,5.04,C,59.65,High_Risk
STU00738,Myra Pillai,20,Female,Arts_Science,N/A,Chemistry,Semester 8,91.6,7.35,100.0,3.96,3.13,0.53,8.58,Core_Subject_1,70.21,Core_Subject_2,67.84,Core_Subject_3,58.53,Language,58.38,Elective,69.09,65.06,6.51,B,86.63,Low_Risk
STU00739,Siddharth Pillai,22,Male,Commerce,N/A,Banking,Semester 5,84.19,5.54,83.72,8.16,4.71,4.74,4.66,Accountancy,65.93,Business_Studies,80.63,Economics,65.05,Statistics,60.99,Elective,87.33,67.57,6.76,B,78.07,Low_Risk
STU00740,Varun Desai,18,Other,Arts_Science,N/A,Chemistry,Semester 7,81.11,0.0,63.23,8.13,7.24,5.84,5.62,Core_Subject_1,68.8,Core_Subject_2,71.84,Core_Subject_3,43.31,Language,51.62,Elective,52.52,54.48,5.45,C,55.44,High_Risk
STU00741,Myra Gupta,28,Female,Postgraduate,N/A,M.Sc Computer Science,Semester 2,79.05,4.67,49.65,5.77,6.9,0.8,6.2,Core_Subject_1,57.05,Core_Subject_2,72.31,Research_Methodology,68.01,Elective,55.65,Seminar,55.89,56.45,5.65,C,64.71,Medium_Risk
STU00742,Varun Joshi,16,Female,School,State_Board,General,Class 10,82.71,5.59,95.07,4.72,10.0,2.37,6.44,Mathematics,49.5,Science,86.43,Social_Science,62.95,English,73.3,Second_Language,93.89,65.74,6.57,B,80.24,Low_Risk
STU00743,Vivaan Iyer,24,Male,Postgraduate,N/A,M.Com,Semester 2,69.62,7.21,97.77,6.17,6.55,5.79,4.68,Core_Subject_1,72.96,Core_Subject_2,63.94,Research_Methodology,73.05,Elective,44.85,Seminar,55.33,62.33,6.23,B,77.45,Low_Risk
STU00744,Vivaan Desai,21,Female,Engineering,N/A,Electronics,Semester 2,61.09,3.35,90.33,6.87,5.85,1.32,6.41,Engineering_Mathematics,71.03,Programming,44.52,Data_Structures,53.38,DBMS,51.64,Operating_Systems,69.03,63.17,6.32,B,62.3,Medium_Risk
STU00745,Yash Gupta,24,Female,Postgraduate,N/A,M.Sc Computer Science,Semester 4,66.41,7.49,81.78,8.12,5.1,1.36,5.53,Core_Subject_1,82.21,Core_Subject_2,72.61,Research_Methodology,68.91,Elective,95.18,Seminar,73.66,68.89,6.89,B,77.95,Low_Risk
STU00746,Shreya Agarwal,18,Female,Commerce,N/A,Economics,Semester 8,80.29,6.79,100.0,7.33,6.75,9.8,7.17,Accountancy,57.39,Business_Studies,76.11,Economics,67.37,Statistics,65.62,Elective,74.69,58.77,5.88,C,82.14,Low_Risk
STU00747,Yash Gupta,20,Other,Diploma,N/A,Polytechnic - Civil,Semester 4,64.94,4.23,95.21,5.16,4.61,1.02,6.42,Core_Subject_1,73.64,Core_Subject_2,61.72,Laboratory,71.27,Workshop,66.34,Elective,60.99,62.25,6.22,B,69.05,Low_Risk
STU00748,Amit Gupta,23,Other,Commerce,N/A,Economics,Semester 4,82.14,6.86,69.92,5.94,7.54,4.12,5.83,Accountancy,81.67,Business_Studies,62.89,Economics,72.48,Statistics,53.43,Elective,60.01,62.9,6.29,B,76.42,Low_Risk
STU00749,Sanjay Joshi,21,Female,Diploma,N/A,Polytechnic - Civil,Semester 7,66.48,1.02,94.75,7.62,8.45,1.95,7.94,Core_Subject_1,44.3,Core_Subject_2,66.62,Laboratory,76.08,Workshop,49.79,Elective,67.09,65.59,6.56,B,59.96,High_Risk
STU00750,Sara Pillai,12,Female,School,State_Board,General,Class 9,73.42,4.19,61.18,5.78,6.1,1.76,7.27,Mathematics,60.95,Science,52.36,Social_Science,54.97,English,62.9,Second_Language,78.48,58.09,5.81,C,63.89,Medium_Risk
STU00751,Neha Reddy,19,Other,Arts_Science,N/A,Chemistry,Semester 1,72.52,4.24,81.95,6.78,5.92,1.98,5.9,Core_Subject_1,61.64,Core_Subject_2,73.43,Core_Subject_3,65.39,Language,53.26,Elective,59.66,54.63,5.46,C,68.03,Low_Risk
STU00752,Rohan Agarwal,17,Other,Commerce,N/A,B.Com General,Semester 6,100.0,1.43,70.52,4.63,4.42,3.0,5.62,Accountancy,67.18,Business_Studies,67.95,Economics,41.62,Statistics,63.82,Elective,76.38,63.65,6.37,B,68.54,Low_Risk
STU00753,Aditi Chopra,18,Male,Arts_Science,N/A,Mathematics,Semester 8,68.1,4.94,41.19,5.65,5.76,5.3,8.34,Core_Subject_1,57.05,Core_Subject_2,57.88,Core_Subject_3,37.69,Language,65.64,Elective,57.45,40.91,4.09,D,58.22,High_Risk
STU00754,Kiara Patel,23,Male,Engineering,N/A,Mechanical,Semester 8,100.0,2.16,55.54,9.48,7.21,2.82,6.83,Engineering_Mathematics,61.37,Programming,69.12,Data_Structures,58.13,DBMS,57.55,Operating_Systems,89.49,77.36,7.74,A,68.28,Low_Risk
STU00755,Sanjay Menon,22,Male,Postgraduate,N/A,MBA,Semester 2,74.54,7.57,35.32,6.03,7.68,1.71,6.59,Core_Subject_1,76.62,Core_Subject_2,45.2,Research_Methodology,47.48,Elective,45.62,Seminar,73.23,53.91,5.39,C,66.48,Medium_Risk
STU00756,Vivaan Singh,22,Male,Engineering,N/A,Electrical,Semester 4,100.0,5.57,74.32,7.14,6.82,7.11,7.58,Engineering_Mathematics,70.18,Programming,70.19,Data_Structures,82.82,DBMS,46.05,Operating_Systems,68.73,65.43,6.54,B,80.68,Low_Risk
STU00757,Kiara Bansal,17,Other,Engineering,N/A,Electrical,Semester 4,100.0,4.27,84.82,5.43,7.96,4.87,7.45,Engineering_Mathematics,51.47,Programming,75.84,Data_Structures,65.52,DBMS,70.12,Operating_Systems,52.25,61.63,6.16,B,78.4,Low_Risk
STU00758,Varun Patel,22,Male,Engineering,N/A,Electrical,Semester 7,65.13,6.15,89.71,6.46,6.57,6.9,6.7,Engineering_Mathematics,58.15,Programming,52.5,Data_Structures,54.85,DBMS,66.0,Operating_Systems,78.33,61.25,6.13,B,71.61,Low_Risk
STU00759,Aditi Bansal,24,Female,Postgraduate,N/A,M.Com,Semester 3,55.0,4.46,79.03,5.78,9.22,4.32,6.58,Core_Subject_1,80.07,Core_Subject_2,60.5,Research_Methodology,47.58,Elective,54.14,Seminar,58.11,44.4,4.44,D,61.23,Medium_Risk
STU00760,Navya Rao,17,Other,Commerce,N/A,B.Com General,Semester 5,76.48,3.32,46.46,5.64,5.55,2.78,7.05,Accountancy,62.68,Business_Studies,41.92,Economics,68.87,Statistics,48.3,Elective,73.76,53.58,5.36,C,59.13,High_Risk
STU00761,Aditya Agarwal,19,Female,Engineering,N/A,Electrical,Semester 4,84.45,8.18,78.75,5.0,3.35,6.69,7.57,Engineering_Mathematics,65.8,Programming,60.97,Data_Structures,61.1,DBMS,57.04,Operating_Systems,32.44,51.99,5.2,C,79.18,Low_Risk
STU00762,Aadhya Desai,23,Female,Postgraduate,N/A,M.Sc Computer Science,Semester 1,84.34,5.84,90.56,7.23,6.59,4.82,3.75,Core_Subject_1,95.45,Core_Subject_2,63.59,Research_Methodology,76.12,Elective,67.09,Seminar,81.52,69.71,6.97,B,81.42,Low_Risk
STU00763,Divya Desai,26,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 2,74.47,7.19,54.54,6.05,5.45,4.39,7.38,Core_Subject_1,70.37,Core_Subject_2,64.0,Research_Methodology,74.08,Elective,49.86,Seminar,75.93,61.42,6.14,B,71.66,Low_Risk
STU00764,Kavya Nair,18,Male,Engineering,N/A,Electrical,Semester 2,62.64,7.92,82.55,5.03,6.57,5.72,8.19,Engineering_Mathematics,38.97,Programming,62.11,Data_Structures,73.34,DBMS,81.73,Operating_Systems,82.86,66.2,6.62,B,75.19,Low_Risk
STU00765,Pooja Verma,23,Female,Arts_Science,N/A,Chemistry,Semester 4,80.82,7.38,63.54,8.04,0.87,2.58,6.77,Core_Subject_1,76.74,Core_Subject_2,60.67,Core_Subject_3,89.99,Language,71.28,Elective,64.92,67.11,6.71,B,77.63,Low_Risk
STU00766,Ishaan Patel,21,Female,Diploma,N/A,Polytechnic - Civil,Semester 5,84.6,0.71,86.02,3.99,8.84,3.82,6.3,Core_Subject_1,65.19,Core_Subject_2,66.84,Laboratory,54.33,Workshop,65.37,Elective,53.23,53.09,5.31,C,63.84,Medium_Risk
STU00767,Karthik Singh,17,Female,School,State_Board,General,Class 6,60.55,5.44,79.06,5.08,3.16,2.9,7.75,Mathematics,56.99,Science,63.31,Social_Science,47.41,English,63.33,Second_Language,76.14,52.37,5.24,C,65.96,Medium_Risk
STU00768,Aadhya Reddy,21,Male,Arts_Science,N/A,Chemistry,Semester 1,78.72,5.79,88.06,5.09,5.43,5.35,6.82,Core_Subject_1,54.33,Core_Subject_2,65.43,Core_Subject_3,48.73,Language,66.05,Elective,39.32,65.67,6.57,B,73.33,Low_Risk
STU00769,Vihaan Malhotra,17,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 6,75.82,5.83,100.0,6.63,9.99,0.4,4.81,Core_Subject_1,76.28,Core_Subject_2,96.56,Laboratory,90.19,Workshop,54.89,Elective,77.44,80.36,8.04,A+,80.88,Low_Risk
STU00770,Varun Joshi,22,Male,Engineering,N/A,Electronics,Semester 1,77.37,7.79,100.0,6.75,4.74,6.01,4.27,Engineering_Mathematics,76.93,Programming,66.65,Data_Structures,66.27,DBMS,72.48,Operating_Systems,67.15,67.9,6.79,B,84.04,Low_Risk
STU00771,Zara Chopra,18,Male,Commerce,N/A,Economics,Semester 1,78.97,7.01,84.64,7.22,6.61,2.46,6.51,Accountancy,71.79,Business_Studies,80.89,Economics,66.79,Statistics,76.0,Elective,69.27,71.25,7.12,A,80.34,Low_Risk
STU00772,Divya Kumar,17,Other,School,ICSE,General,Class 8,90.13,7.18,72.7,9.82,5.59,0.61,4.66,Mathematics,59.65,Science,78.23,Social_Science,80.87,English,77.38,Second_Language,78.82,63.96,6.4,B,82.78,Low_Risk
STU00773,Amit Sharma,21,Other,Engineering,N/A,Electrical,Semester 3,80.11,4.24,100.0,6.5,10.0,3.94,6.93,Engineering_Mathematics,68.93,Programming,62.85,Data_Structures,69.12,DBMS,72.58,Operating_Systems,76.12,70.21,7.02,A,76.12,Low_Risk
STU00774,Rohan Chopra,17,Other,Commerce,N/A,Economics,Semester 2,98.21,3.32,82.66,6.08,6.95,2.93,5.87,Accountancy,69.46,Business_Studies,61.96,Economics,69.6,Statistics,73.66,Elective,79.01,62.22,6.22,B,76.89,Low_Risk
STU00775,Kiara Pillai,28,Female,Postgraduate,N/A,M.A Economics,Semester 2,76.27,5.48,47.2,7.38,3.04,5.99,7.57,Core_Subject_1,80.4,Core_Subject_2,53.11,Research_Methodology,61.84,Elective,65.87,Seminar,84.4,55.79,5.58,C,67.12,Medium_Risk
STU00776,Vivaan Rao,15,Male,School,CBSE,General,Class 6,100.0,1.34,46.63,5.48,8.78,5.31,7.06,Mathematics,64.43,Science,67.9,Social_Science,49.79,English,63.77,Second_Language,61.85,56.31,5.63,C,63.06,Medium_Risk
STU00777,Aanya Desai,11,Other,School,ICSE,General,Class 7,100.0,5.58,68.23,7.34,8.12,4.95,7.83,Mathematics,43.13,Science,82.75,Social_Science,72.35,English,93.49,Second_Language,73.3,64.6,6.46,B,80.84,Low_Risk
STU00778,Aadhya Reddy,19,Male,Engineering,N/A,Mechanical,Semester 3,88.78,4.48,63.28,5.18,5.66,1.44,9.18,Engineering_Mathematics,47.95,Programming,44.71,Data_Structures,58.85,DBMS,52.27,Operating_Systems,55.07,66.02,6.6,B,67.86,Medium_Risk
STU00779,Ishaan Bansal,23,Male,Postgraduate,N/A,M.A Economics,Semester 2,79.7,10.06,68.54,7.08,4.26,0.0,5.87,Core_Subject_1,97.65,Core_Subject_2,86.27,Research_Methodology,46.49,Elective,78.01,Seminar,70.5,71.9,7.19,A,80.55,Low_Risk
STU00780,Diya Bansal,18,Male,Arts_Science,N/A,Mathematics,Semester 4,68.54,3.9,100.0,8.28,8.14,1.83,5.03,Core_Subject_1,83.49,Core_Subject_2,68.48,Core_Subject_3,60.26,Language,76.38,Elective,68.44,64.59,6.46,B,71.6,Low_Risk
STU00781,Arjun Chopra,17,Male,Commerce,N/A,Banking,Semester 5,74.97,7.17,90.83,8.24,6.39,2.49,6.89,Accountancy,76.39,Business_Studies,81.45,Economics,72.25,Statistics,73.47,Elective,84.28,68.65,6.87,B,81.71,Low_Risk
STU00782,Vihaan Bansal,13,Other,School,CBSE,General,Class 11,72.58,3.32,62.85,5.16,6.52,3.09,6.96,Mathematics,76.54,Science,65.17,Social_Science,56.94,English,57.33,Second_Language,48.38,54.18,5.42,C,61.49,Medium_Risk
STU00783,Rahul Chopra,18,Female,Arts_Science,N/A,Chemistry,Semester 7,98.97,5.16,86.64,8.23,3.22,5.26,6.35,Core_Subject_1,88.78,Core_Subject_2,76.38,Core_Subject_3,86.31,Language,82.72,Elective,73.88,68.83,6.88,B,85.27,Low_Risk
STU00784,Pooja Menon,20,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 5,84.57,7.32,89.24,2.56,7.29,2.71,8.41,Core_Subject_1,70.55,Core_Subject_2,55.2,Laboratory,49.32,Workshop,49.58,Elective,49.86,60.17,6.02,B,79.47,Low_Risk
STU00785,Karthik Gupta,17,Other,Commerce,N/A,Accounting & Finance,Semester 4,69.31,4.67,45.09,7.62,4.81,4.15,8.05,Accountancy,66.76,Business_Studies,38.75,Economics,72.29,Statistics,84.97,Elective,61.25,49.93,4.99,D,61.15,Medium_Risk
STU00786,Rohan Bansal,22,Female,Postgraduate,N/A,M.A Economics,Semester 3,85.22,8.36,91.73,5.98,8.13,4.09,6.85,Core_Subject_1,69.74,Core_Subject_2,78.22,Research_Methodology,61.22,Elective,76.56,Seminar,63.19,74.82,7.48,A,85.62,Low_Risk
STU00787,Sai Singh,19,Other,Diploma,N/A,Polytechnic - Civil,Semester 4,82.47,7.19,100.0,8.1,6.51,0.65,4.27,Core_Subject_1,90.26,Core_Subject_2,66.97,Laboratory,67.71,Workshop,86.42,Elective,86.87,66.34,6.63,B,86.75,Low_Risk
STU00788,Kavya Agarwal,20,Female,Diploma,N/A,Polytechnic - Civil,Semester 2,90.98,4.25,67.03,6.05,3.73,4.66,7.27,Core_Subject_1,63.73,Core_Subject_2,64.31,Laboratory,76.43,Workshop,70.28,Elective,55.42,66.54,6.65,B,72.39,Low_Risk
STU00789,Aadhya Singh,13,Male,School,State_Board,General,Class 12,71.1,8.42,88.44,5.27,3.81,1.84,6.17,Mathematics,70.47,Science,69.14,Social_Science,50.86,English,88.19,Second_Language,66.66,64.01,6.4,B,79.84,Low_Risk
STU00790,Arjun Patel,23,Other,Engineering,N/A,Electronics,Semester 2,100.0,8.7,69.03,4.97,6.58,4.28,7.68,Engineering_Mathematics,61.53,Programming,77.69,Data_Structures,66.96,DBMS,73.4,Operating_Systems,72.05,67.68,6.77,B,86.39,Low_Risk
STU00791,Amit Kapoor,20,Female,Engineering,N/A,Mechanical,Semester 3,59.24,3.12,74.5,5.33,5.17,5.98,6.71,Engineering_Mathematics,34.82,Programming,54.12,Data_Structures,60.77,DBMS,46.18,Operating_Systems,46.31,46.64,4.66,D,55.56,High_Risk
STU00792,Shreya Joshi,21,Other,Diploma,N/A,Polytechnic - Civil,Semester 5,99.61,6.21,76.13,7.47,4.58,0.0,6.11,Core_Subject_1,78.65,Core_Subject_2,66.05,Laboratory,61.04,Workshop,67.5,Elective,71.75,73.48,7.35,A,82.87,Low_Risk
STU00793,Navya Sharma,21,Male,Commerce,N/A,B.Com General,Semester 7,76.18,3.16,48.9,7.74,5.54,4.63,7.27,Accountancy,53.85,Business_Studies,54.19,Economics,49.54,Statistics,46.71,Elective,77.51,44.1,4.41,D,58.42,High_Risk
STU00794,Kiara Joshi,20,Female,Engineering,N/A,Electronics,Semester 8,62.26,5.71,100.0,6.2,8.19,1.72,7.38,Engineering_Mathematics,39.57,Programming,64.86,Data_Structures,52.53,DBMS,69.27,Operating_Systems,70.94,59.22,5.92,C,70.93,Low_Risk
STU00795,Sanjay Rao,17,Female,Commerce,N/A,Banking,Semester 2,75.37,4.19,77.93,7.46,8.3,0.72,7.47,Accountancy,46.99,Business_Studies,72.92,Economics,53.64,Statistics,81.04,Elective,41.37,62.31,6.23,B,67.24,Medium_Risk
STU00796,Meera Agarwal,17,Male,School,ICSE,General,Class 11,100.0,6.04,97.02,7.97,5.68,3.01,6.51,Mathematics,76.76,Science,85.67,Social_Science,74.66,English,80.68,Second_Language,68.4,71.14,7.11,A,88.81,Low_Risk
STU00797,Priya Sharma,22,Female,Engineering,N/A,Mechanical,Semester 4,87.93,6.96,74.46,6.59,5.24,2.4,5.7,Engineering_Mathematics,50.73,Programming,74.27,Data_Structures,63.31,DBMS,74.81,Operating_Systems,70.4,64.53,6.45,B,79.73,Low_Risk
STU00798,Divya Malhotra,22,Other,Commerce,N/A,Economics,Semester 3,100.0,4.89,41.63,7.52,6.82,3.47,6.56,Accountancy,36.6,Business_Studies,77.26,Economics,66.04,Statistics,59.34,Elective,67.13,60.83,6.08,B,70.88,Low_Risk
STU00799,Krishna Iyer,17,Female,School,CBSE,General,Class 6,100.0,2.62,53.02,5.94,6.71,3.04,7.55,Mathematics,58.52,Science,78.63,Social_Science,81.53,English,54.44,Second_Language,57.24,60.71,6.07,B,68.67,Low_Risk
STU00800,Zara Verma,18,Female,Commerce,N/A,Economics,Semester 1,75.03,2.58,80.68,9.31,6.15,4.3,6.59,Accountancy,64.27,Business_Studies,66.57,Economics,71.81,Statistics,66.27,Elective,57.07,63.81,6.38,B,65.13,Medium_Risk
STU00801,Siddharth Pillai,23,Other,Arts_Science,N/A,English Literature,Semester 6,98.36,2.04,51.9,6.04,6.17,2.92,6.18,Core_Subject_1,57.84,Core_Subject_2,57.91,Core_Subject_3,63.61,Language,55.82,Elective,63.35,56.7,5.67,C,64.83,Medium_Risk
STU00802,Siddharth Joshi,17,Other,Arts_Science,N/A,Chemistry,Semester 5,66.76,8.9,100.0,3.18,6.37,4.81,7.47,Core_Subject_1,83.51,Core_Subject_2,77.11,Core_Subject_3,70.01,Language,64.58,Elective,54.15,59.2,5.92,C,80.83,Low_Risk
